Job Title,Salary,Company Name,Rating,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Lower Salary,Upper Salary,Avg Salary(K),Job Location
Data Scientist,$127K-$199K,"Genentech
3.9",3.9,"South San Francisco, CA",10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,127,199,163,CA
Lead Health Data Analyst - Front End,$74K-$126K,"Blue Cross & Blue Shield of Rhode Island
3.4",3.4,"Providence, RI",501 - 1000 ,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,UnitedHealth Group,74,126,100,RI
Research Scientist,$33K-$72K,"Boys Town
3.8",3.8,"Omaha, NE",1001 - 5000 ,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,"Boys & Girls Clubs of America, AdoptUSKids, Foster Care to Success",33,72,52.5,NE
Medical Lab Scientist,$17-$24,"Tower Health
3.6",3.6,"Reading, PA",5001 - 10000 ,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,35,49,42,PA
Junior Data Analyst,$37K-$63K,"The HSC Health Care System
3.3",3.3,"Washington, DC",501 - 1000 ,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,37,63,50,DC
SQL Data Engineer,$67K-$119K,"Pro-Sphere Tek
3.4",3.4,"Alexandria, VA",201 - 500 ,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,67,119,93,TX
Data Scientist,$72K-$117K,"Ameritas Life Insurance Corp
3.0",3,"Lincoln, NE",1001 - 5000 ,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),-1,72,117,94.5,OH
Senior Data Scientist,$116K-$185K,"Autodesk
4.0",4,"San Rafael, CA",5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,116,185,150.5,CA
Data Scientist,$78K-$126K,"Genworth
3.7",3.7,"Richmond, VA",1001 - 5000 ,2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"MetLife, Northwestern Mutual, Prudential",78,126,102,NC
"Scientist, Analytical Development",$42K-$82K,"Rubius Therapeutics
4.4",4.4,"Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,42,82,62,MA
Analytics Manager,$59K-$116K,"OneMagnify
4.3",4.3,"Detroit, MI",201 - 500 ,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,59,116,87.5,MI
Clinical Data Scientist,$63K-$105K,"Pfizer
4.0",4,"New York, NY",10000+ ,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,63,105,84,CT
Data Scientist,$109K-$177K,"Novetta
4.0",4,"Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",109,177,143,VA
"Sr. Data Scientist, Cyber-Security LT Contract",$116K-$194K,"Numeric, LLC
3.2",3.2,"Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,116,194,155,PA
Data Engineer,$48K-$95K,"IZEA
4.2",4.2,"Winter Park, FL",51 - 200 ,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),"Linqia, Collective Bias",48,95,71.5,FL
Data Scientist,$83K-$133K,"Trace Data
3.9",3.9,"Santa Ana, CA",51 - 200 ,2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),-1,83,133,108,CA
Sr. Scientist - Digital & Image Analysis/Computational Pathology,$105K-$198K,"Takeda Pharmaceuticals
3.7",3.7,"OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",105,198,151.5,CA
Digital Marketing & ECommerce Data Analyst,$31K-$72K,"Vionic Group
3.6",3.6,"San Rafael, CA",51 - 200 ,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),-1,31,72,51.5,CA
Principal Scientist - Immunologist,$98K-$182K,"Takeda Pharmaceuticals
3.7",3.7,"OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",98,182,140,MA
Senior Data Analyst,$55K-$100K,"Dodge Data & Analytics
2.8",2.8,"Hamilton, NJ",201 - 500 ,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,55,100,77.5,NJ
Insurance Financial Data Analyst,$45K-$82K,"Clearwater Analytics
4.2",4.2,"Boise, ID",501 - 1000 ,2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),-1,45,82,63.5,ID
Data Scientist,$83K-$135K,"Tekvalley, Corp.
4.0",4,"Pleasanton, CA",Jan-50,-1,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1,83,135,109,CA
Data Scientist,$70K-$122K,"BWX Technologies
3.5",3.5,"Lynchburg, VA",5001 - 10000 ,1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),-1,70,122,96,TN
Principal Data Scientist with over 10 years experience,Employer,CA-One Tech Cloud,-1,"Fremont, CA",51 - 200 ,2017,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,200,250,225,CA
Data Engineer,$70K-$132K,"PennyMac
3.2",3.2,"Westlake Village, CA",1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",70,132,101,CA
Senior Data Scientist,$73K-$124K,"Plymouth Rock Assurance
3.3",3.3,"Boston, MA",1001 - 5000 ,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance",73,124,98.5,NJ
Data Engineer I - Azure,$54K-$101K,"Vermeer
3.9",3.9,"Pella, IA",1001 - 5000 ,1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion (USD),"Caterpillar, John Deere, CNH Industrial",54,101,77.5,IA
"Sr. Scientist, Quantitative Translational Sciences",$117K-$206K,"Takeda Pharmaceuticals
3.7",3.7,"OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",117,206,161.5,MA
MED TECH/LAB SCIENTIST - LABORATORY,$21-$34,"Beebe Healthcare
3.6",3.6,"Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,43,70,56.5,DE
Sr. Data Scientist II,$111K-$183K,"Argo Group US
3.4",3.4,"Hamilton, Bermuda",1001 - 5000 ,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),-1,111,183,147,NY
Data Scientist,$68K-$112K,"L&T Infotech
3.5",3.5,"Mumbai, India",10000+ ,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,"Infosys, Accenture, Capgemini",68,112,90,CA
Information Security Data Analyst,$42K-$74K,"OceanFirst Financial
4.3",4.3,"Toms River, NJ",501 - 1000 ,1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD),-1,42,74,58,NJ
Excel / VBA / SQL Data Analyst,$44K-$78K,"Associated Electric Cooperative
4.1",4.1,"Springfield, MO",501 - 1000 ,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),-1,44,78,61,MO
Machine Learning Research Scientist,$81K-$159K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,159,120,PA
Data Scientist,$95K-$161K,"Sotheby's
3.6",3.6,"New York, NY",1001 - 5000 ,1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion (USD),-1,95,161,128,NY
Data Scientist,$75K-$124K,"First Tech Federal Credit Union
3.5",3.5,"San Jose, CA",1001 - 5000 ,1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,75,124,99.5,OR
Data Scientist,$72K-$120K,"Amrock
3.6",3.6,"Detroit, MI",1001 - 5000 ,1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion (USD),-1,72,120,96,MI
Data Scientist,$76K-$126K,"Vanda Pharmaceuticals
2.3",2.3,"Washington, DC",201 - 500 ,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,76,126,101,DC
Senior Data Scientist,$114K-$182K,"Zest AI
3.9",3.9,"Burbank, CA",51 - 200 ,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,114,182,148,CA
"Data Scientist, Senior",$108K-$176K,"Novetta
4.0",4,"Mc Lean, VA",501 - 1000 ,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",108,176,142,VA
Senior Data Scientist,$130K-$208K,"CK-12 Foundation
4.1",4.1,"Palo Alto, CA",Jan-50,2007,Company - Private,K-12 Education,Education,Unknown / Non-Applicable,-1,130,208,169,CA
"VP, Data Science",$83K-$166K,"PennyMac
3.2",3.2,"Westlake Village, CA",1001 - 5000 ,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),"Nationstar Mortgage, Caliber Funding, Quicken Loans",83,166,124.5,AZ
Radar Data Analyst,$42K-$76K,"DECISIVE ANALYTICS Corporation
4.7",4.7,"Arlington, VA",51 - 200 ,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),"Torch Technologies, American Systems",42,76,59,AL
CONSULTANT– DATA ANALYTICS GROUP,$37K-$68K,"Opinion Dynamics
4.2",4.2,"Waltham, MA",51 - 200 ,1987,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,37,68,52.5,CA
Data Engineer,$52K-$99K,"Applied Information Sciences
4.6",4.6,"Reston, VA",501 - 1000 ,1982,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,52,99,75.5,TX
Senior Data Scientist,$105K-$173K,"Swiss Re
3.7",3.7,"Zurich, Switzerland",10000+ ,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",105,173,139,NY
"Data Engineer, Data Engineering and Artifical Intelligence",$71K-$134K,"Takeda Pharmaceuticals
3.7",3.7,"OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",71,134,102.5,MA
Staff Scientist,$39K-$82K,"WK Dickson
4.4",4.4,"Charlotte, NC",201 - 500 ,1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),"McKim and Creed, CDM Smith, Kimley-Horn",39,82,60.5,SC
PL Actuarial-Lead Data Scientist,$114K-$179K,"The Hanover Insurance Group
3.7",3.7,"Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,114,179,146.5,MA
"Associate Scientist/Scientist, Process Analytical Technology - Small Molecule Analytical Chemistry",$88K-$162K,"Genentech
3.9",3.9,"South San Francisco, CA",10000+ ,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,88,162,125,CA
Sr. Data Analyst,$60K-$102K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,60,102,81,MA
Senior Data & Machine Learning Scientist,$100K-$166K,"Tempus Labs
3.0",3,"Chicago, IL",501 - 1000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,100,166,133,IL
Program/Data Analyst,$55K-$99K,"General Dynamics Information Technology
3.4",3.4,"Fairfax, VA",10000+ ,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",55,99,77,DC
Data Engineer,$67K-$117K,"ManTech
4.1",4.1,"Herndon, VA",5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,67,117,92,VA
Senior Data Scientist: Causal & Predictive analytics AI Innovation Lab,$92K-$150K,"Novartis
3.8",3.8,"Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,92,150,121,MA
"Principal Data Engineer, Data Platform & Insights",$116K-$209K,"Autodesk
4.0",4,"San Rafael, CA",5001 - 10000 ,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1,116,209,162.5,CA
RESEARCH SCIENTIST - BIOLOGICAL SAFETY,$38K-$82K,"Southwest Research Institute
3.9",3.9,"San Antonio, TX",1001 - 5000 ,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",38,82,60,TX
Data Operations Lead,Employer,Muso,-1,"San Francisco, CA",201 - 500 ,-1,Nonprofit Organization,-1,-1,Unknown / Non-Applicable,-1,85,90,87.5,CA
Big Data Engineer,$62K-$119K,"SpringML
4.4",4.4,"Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,62,119,90.5,IN
Data Scientist / Machine Learning Expert,$86K-$143K,"Novartis
3.8",3.8,"Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,86,143,114.5,MA
Data Scientist,$93K-$149K,"Juniper Networks
3.8",3.8,"Sunnyvale, CA",5001 - 10000 ,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),-1,93,149,121,CA
Senior Data Scientist,$84K-$136K,"The Integer Group
2.2",2.2,"Denver, CO",501 - 1000 ,1993,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$50 to $100 million (USD),"Geometry Global, TracyLocke, Saatchi & Saatchi X",84,136,110,TX
PV Scientist,$60K-$123K,"Karyopharm Therapeutics Inc.
2.9",2.9,"Newton, MA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,60,123,91.5,MA
Clinical Data Analyst,$52K-$89K,"ManTech
4.1",4.1,"Herndon, VA",5001 - 10000 ,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),-1,52,89,70.5,VA
Data Engineer,$48K-$93K,"P2 Energy Solutions
3.7",3.7,"Denver, CO",501 - 1000 ,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,48,93,70.5,LA
Computational Chemist/Data Scientist,$56K-$97K,"PNNL
3.8",3.8,"Richland, WA",1001 - 5000 ,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",56,97,76.5,WA
Data Engineer,$65K-$119K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,65,119,92,MA
Principal Data Scientist (Computational Chemistry),$108K-$173K,"Recursion Pharmaceuticals
4.7",4.7,"Salt Lake City, UT",51 - 200 ,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),-1,108,173,140.5,UT
Product Engineer – Data Science,$63K-$101K,"Esri
3.5",3.5,"Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,63,101,82,VA
"Principal Scientist, Chemistry & Immunology",$54K-$115K,"Rochester Regional Health
3.3",3.3,"Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,NY
"Scientist/Senior Scientist, Autoimmune",$90K-$179K,"Rubius Therapeutics
4.4",4.4,"Cambridge, MA",201 - 500 ,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),-1,90,179,134.5,MA
Data Scientist,$127K-$202K,"Samba TV
3.3",3.3,"San Francisco, CA",201 - 500 ,2008,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,127,202,164.5,CA
Market Data Analyst,$31K-$57K,"SV Microwave
3.4",3.4,"West Palm Beach, FL",201 - 500 ,1991,Company - Public,Telecommunications Manufacturing,Telecommunications,$50 to $100 million (USD),-1,31,57,44,FL
Software Engineer - Data Visualization,$60K-$127K,"ClearEdge
4.0",4,"Annapolis Junction, MD",51 - 200 ,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),-1,60,127,93.5,MD
Data Engineer,$75K-$143K,"SpringML
4.4",4.4,"Pleasanton, CA",Jan-50,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,75,143,109,VA
Staff Data Engineer,$105K-$194K,"Sumo Logic
3.8",3.8,"Redwood City, CA",501 - 1000 ,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Splunk, Datadog, Elastic",105,194,149.5,TX
Associate Data Engineer,$45K-$86K,"EAB
3.5",3.5,"Washington, DC",1001 - 5000 ,2007,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,-1,45,86,65.5,DC
Senior Data Scientist,$95K-$154K,"Brighthouse Financial
3.5",3.5,"Charlotte, NC",1001 - 5000 ,2017,Company - Public,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,95,154,124.5,NC
Staff BI and Data Engineer,$80K-$148K,"Affinity Solutions
2.9",2.9,"New York, NY",51 - 200 ,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee",80,148,114,CA
Marketing Data Analyst,$36K-$62K,"Citadel Federal Credit Union
3.9",3.9,"Exton, PA",501 - 1000 ,1937,Nonprofit Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,"TruMark Financial, North Island Credit Union, CommunityAmerica Credit Union",36,62,49,PA
"Principal Scientist, Hematology",$54K-$115K,"Rochester Regional Health
3.3",3.3,"Rochester, NY",10000+ ,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,54,115,84.5,NY
Data Analyst,$50K-$92K,"CALIBRE Systems
3.7",3.7,"Alexandria, VA",501 - 1000 ,1989,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CSC, Booz Allen Hamilton, ManTech",50,92,71,VA
"Director - Data, Privacy and AI Governance",$67K-$135K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,67,135,101,MA
Data Scientist,$82K-$132K,"Esri
3.5",3.5,"Redlands, CA",1001 - 5000 ,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,82,132,107,CA
Data Scientist,$85K-$140K,"New England Biolabs
4.7",4.7,"Ipswich, MA",201 - 500 ,1974,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Thermo Fisher Scientific, Enzymatics, Illumina",85,140,112.5,MA
Staff Machine Learning Engineer,$138K-$224K,"Tapjoy
3.9",3.9,"San Francisco, CA",201 - 500 ,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",138,224,181,CA
Information Security Data Analyst,$42K-$80K,"Motorola Solutions
3.7",3.7,"Chicago, IL",10000+ ,1928,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Cisco Systems, Huawei Technologies, IBM",42,80,61,IL
Lead Data Engineer,$190K-$220K(Employer,"Credit Sesame
4.1",4.1,"Mountain View, CA",51 - 200 ,2010,Company - Private,Internet,Information Technology,$50 to $100 million (USD),"Credit Karma, LendUp, SoFi",190,220,205,CA
Scientist Manufacturing - Kentucky BioProcessing,$68K-$139K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,68,139,103.5,KY
Data Analytics Project Manager,$34K-$92K,"MassMutual
3.6",3.6,"Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,34,92,63,MA
Consultant - Analytics Consulting,$54K-$71K,"Infosys
3.0",3,"Bengaluru, India",10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",54,71,62.5,CT
Data Engineer,$65K-$124K,"Alignment Healthcare
3.5",3.5,"Orange, CA",501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,65,124,94.5,CA
Marketing Data Analyst,$35K-$62K,"San Manuel Casino
3.6",3.6,"Highland, CA",1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,35,62,48.5,CA
Senior Scientist (Neuroscience),$109K-$200K,"Sunovion
3.5",3.5,"Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",109,200,154.5,MA
Medical Laboratory Scientist,$18-$25,"Texas Health Huguley Hospital
4.0",4,"Arlington, TX",1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,37,52,44.5,TX
Machine Learning Engineer - Regulatory,$61K-$113K,"Cboe Global Markets
3.7",3.7,"Chicago, IL",501 - 1000 ,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,61,113,87,KS
R&D Specialist/ Food Scientist,$39K-$66K,"Teasdale Latin Foods
2.4",2.4,"Flower Mound, TX",501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,39,66,52.5,IL
Data Engineer,$43K-$86K,"Guidepoint
3.2",3.2,"New York, NY",501 - 1000 ,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",43,86,64.5,NY
"Scientist, Bacteriology",$74K-$149K,"Cerus Corporation
2.1",2.1,"Concord, CA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,74,149,111.5,CA
"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",$113K-$196K,"Takeda Pharmaceuticals
3.7",3.7,"OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",113,196,154.5,MA
Senior Research Scientist-Machine Learning,$81K-$167K,"Software Engineering Institute
2.6",2.6,"Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,81,167,124,PA
Senior Data Scientist,$97K-$160K,"Maven Wave Partners
4.4",4.4,"Chicago, IL",201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,97,160,128.5,IL
Clinical Laboratory Scientist,$24-$39,"Vail Health
3.7",3.7,"Vail, CO",501 - 1000 ,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,49,81,65,CO
Analytics Manager - Data Mart,$42K-$86K,"Central California Alliance for Health
3.5",3.5,"Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,42,86,64,CA
Sr. Data Engineer - Contract-to-Hire (Java),$69K-$127K,"Pilot Flying J Travel Centers LLC
3.0",3,"Knoxville, TN",10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",69,127,98,TN
Data Scientist - Algorithms & Inference,$110K-$175K,"Nuna
4.2",4.2,"San Francisco, CA",51 - 200 ,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,110,175,142.5,CA
Senior Data Scientist - R&D Oncology,$102K-$172K,"AstraZeneca
3.9",3.9,"Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",102,172,137,NY
Data Engineer,$74K-$124K,"Pinnacol Assurance
4.0",4,"Denver, CO",501 - 1000 ,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,74,124,99,CO
Food Scientist - Developer,$40K-$68K,"Palermo's Pizza
3.3",3.3,"Milwaukee, WI",501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,40,68,54,WI
Senior Data Scientist,$108K-$171K,"MathWorks
4.4",4.4,"Natick, MA",1001 - 5000 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,108,171,139.5,MA
Data Engineer,$76K-$142K,"MetroStar Systems
3.4",3.4,"Reston, VA",201 - 500 ,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,76,142,109,MD
"Director II, Data Science - GRM Actuarial",$202K-$306K,"Liberty Mutual Insurance
3.3",3.3,"Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",202,306,254,IL
"Scientist, Molecular/Cellular Biologist",$49K-$97K,"Audentes Therapeutics
2.9",2.9,"San Francisco, CA",201 - 500 ,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",49,97,73,CA
Staff Scientist-Downstream Process Development,$49K-$113K,"Advanced BioScience Laboratories
2.7",2.7,"Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,49,113,81,MD
MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,$21-$34,"Beebe Healthcare
3.6",3.6,"Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,43,70,56.5,DE
Scientist - Analytical Services,$65K-$134K,"Reynolds American
3.1",3.1,"Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,65,134,99.5,NC
Associate Data Analyst- Graduate Development Program,$32K-$59K,"National Interstate
3.3",3.3,"Richfield, OH",501 - 1000 ,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,32,59,45.5,OH
Sr. Data Engineer,$87K-$158K,"Moser Consulting
4.5",4.5,"Indianapolis, IN",51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,87,158,122.5,IN
Senior Insurance Data Scientist,$107K-$173K,"TransUnion
3.9",3.9,"Chicago, IL",5001 - 10000 ,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,107,173,140,IL
Senior Data Science Systems Engineer,$56K-$99K,"MITRE
3.2",3.2,"Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",56,99,77.5,VA
