Year,Hobbyist,Income,Country,EdLevel,Employment,JobSat,OrgSize,UndergradMajor,YearsCodePro,Data scientist or machine learning specialist,Database administrator
2019,No,108795,Australia,,Employed full-time,6,100 to 499 employees,Information systems,11,0,0
2019,Yes,35748,Lithuania,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,7,1,0
2019,Yes,80202,Italy,Doctoral degree,Employed full-time,8,"10,000 or more employees",Another engineering discipline,10,0,0
2019,Yes,120000,United States,Master's degree,Employed full-time,8,100 to 499 employees,Mathematics or statistics,4,0,1
2019,No,150000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Web development or web design,12,0,1
2019,Yes,57287,Germany,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Computer science,1,1,0
2019,Yes,17868,Portugal,Secondary school,Employed full-time,8,100 to 499 employees,,6,0,1
2019,Yes,91660,Germany,some college,Employed full-time,8,"5,000 to 9,999 employees",Computer science,20,1,0
2019,Yes,12132,Libyan Arab Jamahiriya,Bachelor's degree,Employed full-time,5,"1,000 to 4,999 employees",Computer science,3,0,1
2019,Yes,7368,Pakistan,Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,4,1,0
2019,Yes,50000,United States,Master's degree,Employed full-time,2,20 to 99 employees,Computer science,16,0,1
2019,Yes,91606,Canada,Master's degree,Employed full-time,8,100 to 499 employees,Natural science,3,1,0
2019,Yes,2603,India,Bachelor's degree,Employed full-time,4,100 to 499 employees,Computer science,2,0,0
2019,No,85000,United States,Bachelor's degree,Employed full-time,2,500 to 999 employees,Another engineering discipline,2,0,1
2019,Yes,32081,Italy,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,8,0,1
2019,Yes,18188,United Kingdom,Master's degree,Employed full-time,8,2 to 9 employees,Fine arts or performing arts,4,1,0
2019,Yes,135000,United States,Bachelor's degree,Employed full-time,8,"5,000 to 9,999 employees",Computer science,30,0,1
2019,Yes,80000,United States,Bachelor's degree,Employed full-time,5,"10,000 or more employees",Another engineering discipline,8,0,1
2019,Yes,64115,United Kingdom,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,9,0,1
2019,Yes,9795,India,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,4,0,1
2019,Yes,115000,United States,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,6,0,0
2019,Yes,65000,United States,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Computer science,1,0,1
2019,Yes,114575,Germany,Master's degree,Employed full-time,6,"10,000 or more employees",Computer science,13,1,0
2019,Yes,145000,United States,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,10,0,1
2019,No,35518,Spain,Associate degree,Employed full-time,5,"1,000 to 4,999 employees",Information systems,6,0,1
2019,Yes,16500,Germany,Bachelor's degree,Employed part-time,5,20 to 99 employees,Computer science,5,0,1
2019,Yes,127576,United Kingdom,Master's degree,Employed full-time,4,100 to 499 employees,Computer science,15,1,0
2019,Yes,26352,Spain,Bachelor's degree,Employed full-time,4,,Natural science,1,1,0
2019,Yes,85000,United States,Master's degree,Employed full-time,8,"10,000 or more employees",Natural science,4,0,1
2019,Yes,45864,Netherlands,Master's degree,Employed full-time,4,"10,000 or more employees",Another engineering discipline,3,0,0
2019,Yes,11796,Brazil,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Web development or web design,4,0,0
2019,Yes,406,India,Bachelor's degree,Employed full-time,4,20 to 99 employees,Information systems,3,0,1
2019,Yes,65000,United States,Bachelor's degree,Employed full-time,5,20 to 99 employees,Computer science,15,0,1
2019,No,98964,Israel,Secondary school,Employed full-time,6,20 to 99 employees,,7,0,0
2019,Yes,7368,Pakistan,Bachelor's degree,Employed full-time,8,500 to 999 employees,Computer science,3,0,0
2019,Yes,103176,Somalia,Bachelor's degree,Employed part-time,2,20 to 99 employees,Computer science,3,0,1
2019,Yes,15276,India,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,10 to 19 employees,Mathematics or statistics,3,1,0
2019,Yes,170000,United States,Bachelor's degree,Employed full-time,4,"10,000 or more employees",Business,20,0,1
2019,Yes,12060,Croatia,Bachelor's degree,Employed full-time,6,"10,000 or more employees",Computer science,4,0,1
2019,Yes,11748,India,Bachelor's degree,Employed full-time,6,20 to 99 employees,Another engineering discipline,8,0,0
2019,Yes,75237,United Kingdom,Doctoral degree,Employed full-time,8,100 to 499 employees,Another engineering discipline,4,1,0
2019,Yes,200000,United States,Doctoral degree,Employed full-time,6,"10,000 or more employees",Computer science,19,0,1
2019,Yes,43920,Germany,Professional degree,Employed full-time,2,500 to 999 employees,Computer science,2,0,1
2019,Yes,41244,Italy,Primary/elementary school,"Independent contractor, freelancer, or self-employed",6,2 to 9 employees,,10,0,1
2019,Yes,41244,Italy,Secondary school,Employed full-time,2,20 to 99 employees,,30,0,1
2019,Yes,5877,India,Bachelor's degree,Employed full-time,4,10 to 19 employees,Computer science,2,0,0
2019,Yes,198000,United States,Bachelor's degree,Employed full-time,6,"5,000 to 9,999 employees",Computer science,11,0,1
2019,Yes,9216,Turkey,Doctoral degree,Employed full-time,8,10 to 19 employees,Computer science,5,1,0
2019,Yes,37776,India,,Employed full-time,8,"10,000 or more employees",Information systems,2,0,0
2019,Yes,105566,Israel,Master's degree,Employed full-time,8,2 to 9 employees,Mathematics or statistics,5,1,0
2019,Yes,85931,Germany,Master's degree,Employed full-time,4,20 to 99 employees,Mathematics or statistics,11,0,0
2019,Yes,86000,United States,Master's degree,Employed full-time,4,"1,000 to 4,999 employees",Business,19,0,1
2019,No,36288,Israel,some college,Employed full-time,4,100 to 499 employees,Computer science,17,1,0
2019,Yes,18852,Mexico,some college,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Health science,28,0,1
2019,Yes,34368,Belgium,Bachelor's degree,Employed full-time,6,2 to 9 employees,Web development or web design,4,0,1
2019,Yes,57744,Germany,Doctoral degree,Employed full-time,4,500 to 999 employees,Natural science,14,1,0
2019,No,29952,Turkey,Bachelor's degree,Employed full-time,4,500 to 999 employees,,16,0,0
2019,Yes,27492,Germany,,Employed full-time,8,"10,000 or more employees",Computer science,5,0,0
2019,Yes,48096,Poland,Master's degree,Employed full-time,4,"5,000 to 9,999 employees",Mathematics or statistics,23,1,0
2019,Yes,23788,India,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,14,0,0
2019,Yes,77911,Germany,Doctoral degree,Employed full-time,6,"1,000 to 4,999 employees",Natural science,9,0,0
2019,Yes,8520,Brazil,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,3,1,0
2019,Yes,120640,United States,Associate degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,18,0,1
2019,Yes,45000,United States,some college,"Independent contractor, freelancer, or self-employed",2,"1,000 to 4,999 employees",Natural science,2,0,0
2019,No,32064,Poland,Master's degree,Employed full-time,5,20 to 99 employees,Information systems,10,0,1
2019,Yes,85596,Switzerland,some college,Employed full-time,4,100 to 499 employees,Computer science,10,1,0
2019,Yes,251232,United Kingdom,Secondary school,Employed full-time,6,2 to 9 employees,,5,0,1
2019,No,60000,United States,some college,Employed full-time,4,10 to 19 employees,I never declared a major,1,0,1
2019,Yes,4200,India,Bachelor's degree,"Independent contractor, freelancer, or self-employed",2,2 to 9 employees,Computer science,5,0,1
2019,Yes,109992,Belgium,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,20 to 99 employees,Computer science,1,0,1
2019,No,12594,India,Bachelor's degree,Employed full-time,8,10 to 19 employees,Computer science,4,0,0
2019,Yes,65424,United Kingdom,Doctoral degree,Employed full-time,8,10 to 19 employees,Natural science,3,1,0
2019,Yes,125000,United States,Associate degree,Employed full-time,8,"10,000 or more employees",Computer science,8,0,1
2019,Yes,52339,United Kingdom,some college,"Independent contractor, freelancer, or self-employed",8,2 to 9 employees,Web development or web design,11,0,1
2019,Yes,110000,United States,Associate degree,Employed full-time,4,"10,000 or more employees",Computer science,3,1,0
2019,Yes,25668,Russian Federation,some college,Employed full-time,6,500 to 999 employees,Mathematics or statistics,27,0,1
2019,Yes,90000,United States,Associate degree,Employed full-time,8,"Just me - I am a freelancer, sole proprietor, etc.",Business,10,0,1
2019,Yes,30095,United Kingdom,Bachelor's degree,Employed full-time,5,10 to 19 employees,Humanities,1,0,0
2019,Yes,59579,Germany,Master's degree,Employed full-time,2,500 to 999 employees,Computer science,8,1,0
2019,Yes,91660,Germany,Doctoral degree,Employed full-time,8,"10,000 or more employees",Computer science,10,0,0
2019,Yes,2628,Brazil,Bachelor's degree,Employed full-time,2,2 to 9 employees,Information systems,7,0,1
2019,Yes,180000,United States,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,30,1,0
2019,Yes,43538,Spain,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,15,1,0
2019,Yes,80202,Netherlands,Master's degree,Employed full-time,4,"10,000 or more employees",Computer science,8,1,0
2019,Yes,66453,Germany,Secondary school,"Independent contractor, freelancer, or self-employed",6,20 to 99 employees,,4,1,0
2019,No,24000,Ecuador,Bachelor's degree,Employed full-time,5,20 to 99 employees,Computer science,7,1,0
2019,Yes,85000,United States,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,6,0,1
2019,Yes,100000,United States,some college,Employed full-time,8,"5,000 to 9,999 employees",Computer science,4,0,0
2019,Yes,57287,Greece,Master's degree,Employed full-time,5,20 to 99 employees,Computer science,10,0,1
2019,No,68745,Germany,Bachelor's degree,Employed full-time,6,500 to 999 employees,Computer science,10,1,1
2019,Yes,157017,United Kingdom,Master's degree,Employed full-time,2,20 to 99 employees,Another engineering discipline,12,0,1
2019,Yes,58024,Australia,some college,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,4,0,1
2019,No,61498,United Kingdom,Master's degree,Employed full-time,8,500 to 999 employees,Computer science,9,0,1
2019,Yes,40320,Turkey,Master's degree,Employed full-time,5,100 to 499 employees,Computer science,22,1,0
2019,Yes,6552,Brazil,Professional degree,Employed full-time,4,2 to 9 employees,Web development or web design,2,0,1
2019,Yes,44892,Poland,Master's degree,"Independent contractor, freelancer, or self-employed",8,10 to 19 employees,Computer science,22,0,1
2019,Yes,33583,India,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Mathematics or statistics,4,1,0
2019,No,66453,Germany,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,18,0,1
2019,Yes,48121,Austria,Doctoral degree,Employed full-time,5,2 to 9 employees,Computer science,4,1,0
2019,Yes,175000,United States,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,15,1,0
2019,Yes,39029,South Africa,some college,Employed full-time,5,2 to 9 employees,Computer science,6,0,1
2019,Yes,48850,United States,Bachelor's degree,Employed full-time,8,500 to 999 employees,Information systems,7,0,1
2019,Yes,60492,Germany,some college,Employed full-time,6,10 to 19 employees,Information systems,11,0,1
2019,Yes,68745,Montenegro,Master's degree,Employed full-time,8,20 to 99 employees,Computer science,11,1,0
2019,Yes,88976,United Kingdom,Doctoral degree,Employed full-time,8,100 to 499 employees,Computer science,4,0,0
2019,Yes,36648,Canada,Associate degree,Employed full-time,5,100 to 499 employees,Computer science,20,1,1
2019,Yes,41247,Netherlands,Master's degree,Employed full-time,6,100 to 499 employees,Another engineering discipline,3,0,0
2019,No,250000,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,10,0,0
2019,Yes,50000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Fine arts or performing arts,5,0,1
2019,Yes,17100,Czech Republic,some college,Employed full-time,4,100 to 499 employees,I never declared a major,8,0,1
2019,Yes,64152,Czech Republic,Master's degree,"Independent contractor, freelancer, or self-employed",4,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,12,1,0
2019,Yes,126500,United States,Bachelor's degree,Employed full-time,4,"10,000 or more employees",Computer science,20,1,1
2019,Yes,100826,Ireland,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,15,0,0
2019,Yes,32712,United Kingdom,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,1,0,1
2019,Yes,43992,Austria,Secondary school,Employed full-time,8,100 to 499 employees,,17,0,1
2019,Yes,120304,Germany,Master's degree,Employed full-time,8,10 to 19 employees,Computer science,9,0,1
2019,Yes,5940,Dominican Republic,some college,Employed full-time,5,2 to 9 employees,Web development or web design,2,0,1
2019,Yes,72874,Norway,Bachelor's degree,Employed full-time,8,100 to 499 employees,Information systems,2,0,1
2019,No,116537,Switzerland,Secondary school,Employed full-time,4,20 to 99 employees,,9,0,1
2019,Yes,26586,India,Master's degree,Employed full-time,4,"10,000 or more employees",Computer science,6,1,0
2019,Yes,68745,Italy,some college,Employed part-time,6,20 to 99 employees,Computer science,30,0,1
2019,No,250000,United States,some college,"Independent contractor, freelancer, or self-employed",8,10 to 19 employees,Computer science,22,0,1
2019,No,708,Iran,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,20 to 99 employees,Web development or web design,10,0,1
2019,Yes,50484,Germany,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Computer science,4,0,1
2019,Yes,71496,Netherlands,Master's degree,Employed full-time,6,"10,000 or more employees",Another engineering discipline,1,0,0
2019,No,4200,India,Secondary school,Employed full-time,6,100 to 499 employees,,1,1,0
2019,Yes,89368,Germany,Master's degree,Employed full-time,8,2 to 9 employees,Computer science,16,0,1
2019,Yes,35000,United States,,Employed part-time,6,"10,000 or more employees",Computer science,1,1,0
2019,Yes,130000,United States,Associate degree,Employed full-time,5,10 to 19 employees,Natural science,8,0,1
2019,Yes,57287,Germany,Master's degree,Employed full-time,6,20 to 99 employees,Computer science,5,0,1
2019,Yes,21996,Russian Federation,some college,Employed full-time,2,100 to 499 employees,Information systems,19,1,1
2019,Yes,81060,South Africa,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,15,0,1
2019,Yes,4897,India,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,2,1,0
2019,Yes,42393,Malta,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,3,0,1
2019,Yes,100000,Greece,Master's degree,"Independent contractor, freelancer, or self-employed",2,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,20,1,0
2019,Yes,43997,France,Master's degree,Employed full-time,8,"10,000 or more employees",Business,2,1,0
2019,Yes,52704,Germany,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Mathematics or statistics,2,1,0
2019,Yes,83957,India,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer science,18,1,0
2019,No,60000,Other Country (Not Listed Above),Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,14,0,0
2019,No,76560,South Africa,Master's degree,Employed full-time,8,100 to 499 employees,Mathematics or statistics,10,1,0
2019,No,175000,United States,Doctoral degree,Employed full-time,6,"10,000 or more employees",Natural science,8,1,0
2019,Yes,64164,Russian Federation,,"Independent contractor, freelancer, or self-employed",5,"10,000 or more employees",Computer science,12,0,1
2019,Yes,23650,Canada,Bachelor's degree,Employed full-time,6,100 to 499 employees,Computer science,1,1,0
2019,Yes,51700,United States,Secondary school,Employed part-time,8,"10,000 or more employees",,2,1,0
2019,Yes,190000,United States,Master's degree,Employed full-time,4,"10,000 or more employees",Mathematics or statistics,8,1,0
2019,Yes,115000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Business,19,0,1
2019,Yes,45830,Spain,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,7,0,1
2019,Yes,5568,Croatia,some college,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Mathematics or statistics,7,1,1
2019,Yes,88800,United States,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Another engineering discipline,9,1,0
2019,Yes,10908,Poland,some college,Employed full-time,5,20 to 99 employees,Web development or web design,2,0,1
2019,Yes,16860,Russian Federation,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,7,0,1
2019,Yes,13260,Pakistan,Master's degree,Employed full-time,8,500 to 999 employees,Web development or web design,5,0,1
2019,Yes,15278,Russian Federation,some college,Employed full-time,2,10 to 19 employees,Computer science,6,1,0
2019,Yes,104030,United States,Master's degree,Employed full-time,8,500 to 999 employees,Information systems,10,0,1
2019,Yes,86500,Canada,Bachelor's degree,Employed full-time,5,100 to 499 employees,Computer science,7,1,0
2019,Yes,21060,Bulgaria,Master's degree,Employed full-time,8,2 to 9 employees,Computer science,5,0,1
2019,Yes,68745,Luxembourg,Master's degree,Employed full-time,8,10 to 19 employees,Another engineering discipline,4,0,0
2019,Yes,117000,United States,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,22,0,1
2019,No,23088,Israel,Doctoral degree,Employed part-time,8,"10,000 or more employees",Natural science,1,1,0
2019,Yes,12852,Germany,Secondary school,Employed full-time,8,20 to 99 employees,,2,0,1
2019,Yes,12852,Chile,Bachelor's degree,Employed full-time,6,2 to 9 employees,Information systems,4,0,1
2019,Yes,66948,Sweden,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Information systems,20,0,1
2019,Yes,70000,United States,Associate degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,3,0,1
2019,Yes,140000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer science,16,1,1
2019,Yes,95440,Italy,Associate degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,6,0,0
2019,Yes,20628,Slovenia,Master's degree,Employed full-time,5,20 to 99 employees,Computer science,5,1,0
2019,No,90000,United States,Bachelor's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,6,0,1
2019,Yes,90939,United Kingdom,Master's degree,Employed full-time,8,100 to 499 employees,Computer science,6,0,0
2019,No,408,United Kingdom,Bachelor's degree,Employed full-time,8,10 to 19 employees,Information systems,16,0,1
2019,No,110000,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Computer science,2,0,1
2019,Yes,30000,United States,Master's degree,Employed full-time,5,,Social science,5,0,0
2019,Yes,210000,United States,Doctoral degree,Employed full-time,5,"10,000 or more employees",Computer science,17,1,1
2019,Yes,45797,United Kingdom,Master's degree,Employed full-time,6,"10,000 or more employees",Computer science,10,1,0
2019,Yes,125000,United States,Master's degree,Employed full-time,8,20 to 99 employees,Another engineering discipline,5,1,0
2019,Yes,7200,Pakistan,Bachelor's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Business,11,0,1
2019,Yes,56028,Germany,Master's degree,Employed full-time,4,"5,000 to 9,999 employees",Computer science,1,0,0
2019,Yes,32083,Russian Federation,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Business,4,0,0
2019,Yes,43538,Italy,Secondary school,Employed full-time,2,100 to 499 employees,,16,0,1
2019,Yes,52339,United Kingdom,Bachelor's degree,Employed full-time,6,100 to 499 employees,Mathematics or statistics,10,0,0
2019,Yes,91593,United Kingdom,Master's degree,Employed full-time,8,2 to 9 employees,Computer science,13,1,0
2019,Yes,4800,Sri Lanka,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,2,0,1
2019,Yes,84000,United States,Master's degree,"Independent contractor, freelancer, or self-employed",4,"Just me - I am a freelancer, sole proprietor, etc.",Natural science,3,1,0
2019,No,115000,United States,Bachelor's degree,Employed full-time,8,"10,000 or more employees",Information systems,11,0,1
2019,No,230000,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,23,1,0
2019,Yes,64620,France,Master's degree,Employed full-time,6,2 to 9 employees,Another engineering discipline,14,0,0
2019,Yes,145000,United States,Master's degree,Employed full-time,6,"10,000 or more employees",Another engineering discipline,23,1,0
2019,Yes,8892,Belarus,Master's degree,Employed full-time,5,20 to 99 employees,Natural science,3,1,0
2019,Yes,11916,Russian Federation,Master's degree,Employed full-time,4,100 to 499 employees,Natural science,12,0,1
2019,Yes,67512,Switzerland,Master's degree,Employed full-time,8,10 to 19 employees,Natural science,6,0,1
2019,Yes,91660,Belgium,Master's degree,Employed full-time,5,"5,000 to 9,999 employees",Another engineering discipline,30,1,0
2019,Yes,2604,Pakistan,Bachelor's degree,Employed full-time,5,10 to 19 employees,Computer science,2,0,0
2019,No,105000,Serbia,Doctoral degree,Employed full-time,8,20 to 99 employees,Computer science,12,1,0
2019,Yes,85000,United States,Bachelor's degree,Employed full-time,5,100 to 499 employees,Computer science,14,0,1
2019,Yes,79000,United States,Bachelor's degree,Employed full-time,6,,Computer science,1,0,1
2019,Yes,80000,United States,some college,Employed full-time,6,20 to 99 employees,Computer science,5,0,1
2019,Yes,35400,France,Master's degree,Employed full-time,8,500 to 999 employees,Computer science,2,0,0
2019,Yes,5037,India,Bachelor's degree,Employed full-time,2,2 to 9 employees,Computer science,2,0,1
2019,Yes,90000,United States,Master's degree,Employed full-time,2,"1,000 to 4,999 employees",Social science,9,1,0
2019,Yes,5496,Russian Federation,Bachelor's degree,Employed part-time,4,100 to 499 employees,Computer science,3,1,0
2019,Yes,39254,United Kingdom,Bachelor's degree,Employed full-time,2,"5,000 to 9,999 employees",Business,4,0,0
2019,No,157500,Other Country (Not Listed Above),Bachelor's degree,Employed full-time,4,"1,000 to 4,999 employees",,22,0,1
2019,Yes,1680,India,Bachelor's degree,Employed full-time,2,100 to 499 employees,Computer science,2,0,0
2019,Yes,80000,United States,Bachelor's degree,Employed full-time,6,"5,000 to 9,999 employees",,2,0,0
2019,Yes,63016,Netherlands,Master's degree,Employed full-time,8,100 to 499 employees,Mathematics or statistics,5,1,0
2019,Yes,41244,Germany,Master's degree,Employed full-time,6,10 to 19 employees,Computer science,9,0,1
2019,No,65424,United Kingdom,Doctoral degree,"Independent contractor, freelancer, or self-employed",6,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,26,1,0
2019,Yes,8940,The former Yugoslav Republic of Macedonia,Bachelor's degree,Employed full-time,5,20 to 99 employees,Computer science,3,0,0
2019,Yes,3528,India,Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,3,0,0
2019,Yes,90072,South Africa,Secondary school,Employed full-time,5,20 to 99 employees,,14,0,1
2019,Yes,70548,Poland,Master's degree,Employed full-time,6,100 to 499 employees,Information systems,10,0,0
2019,No,21769,France,Master's degree,Employed full-time,4,100 to 499 employees,Information systems,3,0,0
2019,Yes,14532,Argentina,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,3,1,0
2019,Yes,130000,United States,some college,Employed full-time,8,20 to 99 employees,Information systems,11,0,1
2019,Yes,107000,United States,Bachelor's degree,Employed full-time,6,20 to 99 employees,Natural science,2,0,1
2019,Yes,91606,Canada,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,6,0,1
2019,Yes,68745,Germany,Master's degree,Employed full-time,5,10 to 19 employees,Humanities,3,1,1
2019,Yes,150000,United States,Bachelor's degree,Employed full-time,4,"1,000 to 4,999 employees",Another engineering discipline,8,1,0
2019,Yes,60000,United States,Master's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,18,1,0
2019,No,13200,Russian Federation,Master's degree,Employed full-time,2,"10,000 or more employees",Computer science,1,0,1
2019,Yes,145060,Australia,Master's degree,Employed full-time,4,"10,000 or more employees",Computer science,13,0,0
2019,Yes,185000,United States,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Another engineering discipline,10,1,0
2019,No,52704,Germany,Secondary school,Employed full-time,5,100 to 499 employees,,4,0,0
2019,Yes,130000,United States,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,10,1,0
2019,Yes,93951,Germany,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Computer science,12,1,0
2019,Yes,60000,United States,Master's degree,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",Another engineering discipline,30,0,0
2019,No,125364,Israel,Doctoral degree,Employed full-time,2,"1,000 to 4,999 employees",Computer science,15,1,0
2019,Yes,12348,Guatemala,some college,Employed full-time,5,100 to 499 employees,Computer science,4,0,1
2019,No,83000,United States,Master's degree,Employed full-time,6,"10,000 or more employees",Information systems,5,0,1
2019,No,41244,France,Master's degree,Employed full-time,4,"1,000 to 4,999 employees",Computer science,3,0,0
2019,Yes,74474,Germany,Bachelor's degree,Employed full-time,5,500 to 999 employees,Computer science,7,0,0
2019,Yes,29544,Costa Rica,Bachelor's degree,"Independent contractor, freelancer, or self-employed",4,500 to 999 employees,Computer science,20,0,1
2019,Yes,41247,Italy,Master's degree,Employed full-time,8,"1,000 to 4,999 employees",Mathematics or statistics,3,0,0
2019,Yes,150000,United States,Bachelor's degree,"Independent contractor, freelancer, or self-employed",4,"Just me - I am a freelancer, sole proprietor, etc.",Computer science,13,0,1
2019,Yes,114575,Germany,Secondary school,Employed full-time,8,10 to 19 employees,,10,1,1
2019,Yes,24048,Poland,Bachelor's degree,Employed part-time,8,20 to 99 employees,Natural science,2,1,0
2019,Yes,124305,United Kingdom,Secondary school,Employed full-time,6,"10,000 or more employees",,15,0,0
2019,Yes,26124,Germany,some college,Employed part-time,6,20 to 99 employees,Computer science,6,1,0
2019,Yes,51559,Spain,,"Independent contractor, freelancer, or self-employed",8,"Just me - I am a freelancer, sole proprietor, etc.",,30,0,1
2019,Yes,2388,Russian Federation,Secondary school,Employed part-time,6,"5,000 to 9,999 employees",,1,0,0
2019,No,45372,Slovakia,Master's degree,Employed full-time,6,10 to 19 employees,Information systems,7,0,0
2019,Yes,100000,United States,Secondary school,Employed full-time,8,100 to 499 employees,,10,1,0
2019,No,5460,India,Master's degree,Employed full-time,8,,Computer science,5,1,0
2019,Yes,107344,Australia,Master's degree,Employed full-time,6,"5,000 to 9,999 employees",Computer science,16,1,0
2019,No,85051,United Kingdom,Bachelor's degree,Employed full-time,5,"10,000 or more employees",Computer science,17,0,1
2019,Yes,73274,United Kingdom,some college,Employed full-time,4,100 to 499 employees,Natural science,25,0,0
2019,Yes,32880,Japan,Bachelor's degree,Employed full-time,6,10 to 19 employees,Information systems,11,0,0
2019,Yes,20904,Russian Federation,Master's degree,Employed full-time,6,"1,000 to 4,999 employees",Information systems,3,0,0
2019,No,68280,New Zealand,Bachelor's degree,Employed full-time,6,500 to 999 employees,Computer science,19,0,1
2019,No,15564,Belarus,Master's degree,Employed full-time,6,500 to 999 employees,Information systems,7,1,1
2019,Yes,50640,Denmark,,Employed full-time,6,2 to 9 employees,,1,0,1
2019,Yes,58024,Australia,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,16,0,1
2019,No,53437,Canada,Bachelor's degree,Employed full-time,4,20 to 99 employees,Computer science,2,0,1
2019,Yes,10,United States,Bachelor's degree,Employed full-time,8,100 to 499 employees,Another engineering discipline,10,0,0
2019,Yes,10320,Romania,Bachelor's degree,Employed full-time,6,20 to 99 employees,Computer science,1,0,1
2019,Yes,17100,Iran,Bachelor's degree,Employed full-time,6,2 to 9 employees,Computer science,6,1,0
2019,No,85931,Netherlands,Master's degree,Employed full-time,4,"10,000 or more employees",Mathematics or statistics,2,1,0
2019,Yes,2016,India,Bachelor's degree,Employed full-time,8,20 to 99 employees,Computer science,22,0,1
2019,Yes,14692,India,Master's degree,Employed full-time,4,20 to 99 employees,Mathematics or statistics,1,0,0
2019,Yes,37128,Netherlands,Bachelor's degree,Employed full-time,6,10 to 19 employees,Computer science,6,0,1
2019,Yes,74500,United States,Bachelor's degree,Employed full-time,8,2 to 9 employees,Computer science,4,0,0
